Neuron,FPS,Peak Intensities,Distances,Peak Location (s),Peak Value,Amplitude,FWHM (s),Mean Rise Rate (s^-1),Stdev Mean Rise Rate(s^-1),Peak Rise Rate (s^-1),Mean Fall Rate(s^-1),Stdev Mean Fall Rate(s^-1),Peak Fall Rate (s^-1),Cell Info,,,,,,,,,
1.377203,0.970167,0.937016,0.935685,1.242137,0.890296,0.920662,0.945166,0.830375,0.801678,0.640563,0.899091,0.85291,0.787276,0.832481,1.11003,0.853725,0.857038,1.043196,0.875938,0.953464,0.781075,0.787975,1.106528
1.355806,0.953844,0.906538,0.927705,1.219789,0.871135,0.899309,0.938312,0.840926,0.777712,0.618192,0.887776,0.845223,0.74868,0.820769,1.083891,0.825395,0.846924,0.997568,0.86491,0.937577,0.769832,0.773153,1.089731
1.347531,0.945377,0.908924,0.938184,1.216063,0.873233,0.906836,0.933171,0.817272,0.792183,0.626124,0.885923,0.843158,0.761436,0.81268,1.09233,0.80858,0.851428,0.976162,0.863565,0.937781,0.755896,0.766692,1.085448
1.347748,0.960986,0.914543,0.93721,1.212096,0.882788,0.924071,0.945037,0.84112,0.831411,0.634635,0.886075,0.841021,0.767652,0.797655,1.094963,0.845777,0.872955,0.988671,0.868884,0.951719,0.751915,0.774681,1.090784
1.358302,0.98751,0.941811,0.951425,1.226667,0.903029,0.910546,0.95148,0.890655,0.834397,0.648325,0.893564,0.850468,0.781988,0.827313,1.106829,0.865134,0.87736,0.993006,0.882108,0.95933,0.760517,0.7989,1.077585
1.409729,1.03389,1.000889,1.030597,1.281622,0.956249,0.941607,0.975333,0.938727,0.864616,0.705833,0.940815,0.930742,0.837519,0.869631,1.160314,0.889099,0.948893,1.060866,0.937189,1.003535,0.816516,0.8244,1.122909
1.406404,1.050012,1.018498,1.034885,1.305508,0.953509,0.942479,0.978697,0.956377,0.8805,0.718643,0.948507,0.957448,0.840801,0.893259,1.152101,0.903966,0.954547,1.061693,0.939554,0.989867,0.817534,0.82982,1.109104
1.451485,1.09231,1.03738,1.061759,1.333,0.982999,0.944166,0.986303,0.957571,0.871326,0.744278,0.956789,1.001349,0.877506,0.901619,1.166149,0.911382,0.975883,1.120061,0.960882,1.014292,0.828532,0.845609,1.138141
1.43709,1.082343,1.031282,1.04078,1.32633,0.979174,0.958785,0.991066,0.985714,0.889206,0.745652,0.960188,0.994169,0.863914,0.904937,1.177092,0.902879,0.96412,1.075177,0.971601,1.008731,0.838502,0.846591,1.178723
1.455283,1.077183,1.038144,1.050254,1.355314,0.987219,0.959645,1.000862,0.948665,0.880909,0.751999,0.958885,1.010941,0.861859,0.901878,1.176888,0.903541,0.967191,1.069047,0.958141,1.009319,0.831797,0.856057,1.205831
1.419283,1.09496,1.041559,1.064225,1.339588,1.003144,0.940657,0.994824,0.929801,0.875027,0.754123,0.970988,0.989039,0.884791,0.908846,1.172878,0.90014,0.955159,1.062799,0.947971,0.995267,0.820388,0.851059,1.221865
1.43446,1.074329,1.038736,1.073294,1.329794,1.00284,0.943205,0.99942,0.95581,0.873131,0.749276,0.979593,0.994337,0.895568,0.908913,1.174064,0.884565,0.957214,1.054435,0.936296,1.018741,0.820249,0.860244,1.226891
1.457739,1.091618,1.033069,1.077147,1.327233,0.969424,0.964148,1.006188,0.959402,0.865504,0.747921,0.96989,0.965114,0.895791,0.907935,1.173411,0.879642,0.969857,1.06717,0.93879,1.00966,0.81069,0.849227,1.210091
1.448496,1.070697,1.037491,1.070653,1.326943,0.990231,0.959019,0.996481,0.942503,0.881488,0.731435,0.948388,0.956075,0.89349,0.897096,1.158552,0.886569,0.952604,1.047064,0.954727,1.017366,0.814686,0.846528,1.220871
1.434606,1.056838,1.014424,1.07264,1.295499,0.977845,0.956221,0.981581,0.961621,0.866539,0.727915,0.944884,0.928381,0.881636,0.894506,1.165951,0.889275,0.961626,1.034766,0.947195,1.007644,0.816293,0.847074,1.207842
1.455922,1.062638,1.023086,1.070237,1.283019,0.974624,0.94946,0.975327,0.959767,0.889674,0.736337,0.955035,0.932349,0.881815,0.892735,1.163146,0.875532,0.950163,1.038861,0.947215,1.009049,0.823982,0.83843,1.203846
1.464783,1.051594,1.02467,1.046924,1.306705,0.975421,0.947044,0.967245,0.980824,0.87911,0.730387,0.967771,0.921552,0.866659,0.896581,1.173829,0.875435,0.947341,1.071719,0.933176,1.006401,0.830333,0.851749,1.211116
1.470875,1.060789,1.011681,1.04644,1.336288,0.979729,0.953104,0.983746,0.976651,0.877939,0.73574,0.965911,0.919703,0.874869,0.892889,1.163717,0.882106,0.946291,1.054881,0.940264,1.006752,0.831099,0.845079,1.208657
1.447809,1.043437,1.003133,1.040515,1.316347,0.954293,0.945699,0.978026,0.948393,0.865177,0.740773,0.956308,0.906389,0.861044,0.896384,1.170199,0.902595,0.928528,1.065858,0.952644,1.016606,0.827418,0.849073,1.183763
1.428353,1.046078,1.004699,1.035628,1.344514,0.96348,0.978181,0.971102,0.941517,0.85438,0.738937,0.946647,0.914153,0.855411,0.888663,1.16113,0.91185,0.902594,1.068535,0.944908,1.013409,0.817043,0.836303,1.168345
1.425723,1.058309,1.008825,1.063958,1.325632,0.967331,0.97959,0.990993,0.941564,0.865771,0.751341,0.953657,0.921975,0.856864,0.889058,1.168955,0.888065,0.937579,1.081459,0.970288,1.049524,0.821244,0.851775,1.156677
1.414763,1.03781,0.991539,1.02213,1.308293,0.975238,0.981259,0.996696,0.909548,0.834473,0.714031,0.928214,0.91731,0.840589,0.86686,1.142792,0.858525,0.913783,1.055133,0.944205,1.026285,0.812862,0.83534,1.12742
1.430959,1.048323,1.009316,1.06401,1.324178,0.97641,0.955655,0.990393,0.942524,0.843395,0.717573,0.934199,0.919591,0.852465,0.886426,1.150223,0.867422,0.928813,1.054005,0.940143,1.026594,0.83904,0.845674,1.167241
1.415946,1.078996,1.014372,1.073619,1.335979,0.993096,0.959781,0.983436,0.949492,0.863798,0.736057,0.941718,0.932166,0.855424,0.903737,1.162436,0.881561,0.927013,1.051957,0.934725,1.007963,0.81526,0.846631,1.162176
1.448099,1.072876,1.025495,1.073033,1.324894,0.973761,0.960909,0.994294,0.962506,0.858378,0.723409,0.94788,0.953209,0.838991,0.891532,1.173552,0.868977,0.928536,1.030012,0.929874,1.008734,0.823819,0.846014,1.171702
1.423931,1.066553,1.016748,1.083986,1.346263,0.965924,0.95089,0.999847,0.939769,0.85126,0.731414,0.946074,0.974878,0.835696,0.891394,1.144545,0.860363,0.926498,1.021217,0.923845,0.988793,0.832742,0.847741,1.149272
1.430836,1.081006,1.029651,1.097144,1.359397,0.957185,0.949873,0.994976,0.963836,0.85518,0.728295,0.95252,1.003904,0.868483,0.903699,1.14837,0.885872,0.935312,1.028019,0.932041,0.997582,0.829975,0.857285,1.14359
1.432704,1.068413,1.017396,1.077935,1.32106,0.966396,0.948396,1.008892,0.954866,0.860145,0.718114,0.948633,1.005069,0.837525,0.889917,1.149544,0.863178,0.950935,1.017173,0.913562,1.007118,0.821125,0.84484,1.131683
1.441129,1.068458,1.018063,1.095672,1.318552,0.969718,0.977713,1.001803,0.950424,0.855846,0.721406,0.950249,0.966152,0.842886,0.904781,1.156065,0.872042,0.94777,1.035046,0.915749,1.014896,0.817486,0.854897,1.183301
1.412094,1.059623,1.013399,1.052359,1.30292,0.943792,0.945852,0.988716,0.946808,0.843817,0.712754,0.939225,0.944565,0.830744,0.882054,1.139656,0.87614,0.898039,1.01762,0.921232,0.99167,0.793268,0.842143,1.163699
1.391039,1.044904,1.007823,1.057388,1.277852,0.946745,0.939939,0.986149,0.926846,0.835564,0.709701,0.944983,0.942037,0.833268,0.88544,1.134978,0.87108,0.913714,1.012011,0.914609,1.001201,0.806609,0.838602,1.156674
1.398479,1.066135,1.022856,1.06228,1.287599,0.952549,0.942798,0.970555,0.950239,0.857096,0.72566,0.939323,0.937741,0.835767,0.891757,1.162107,0.88165,0.916166,1.01405,0.924762,0.989487,0.800018,0.835277,1.126562
1.388193,1.05929,1.015615,1.048249,1.283195,0.944371,0.947855,0.992955,0.934437,0.843181,0.724927,0.946991,0.926464,0.848039,0.883774,1.157618,0.906591,0.926513,1.021344,0.931918,0.99381,0.807047,0.840184,1.134964
1.368895,1.037709,0.987724,1.013672,1.288205,0.948155,0.936917,0.988841,0.986575,0.833023,0.721902,0.936153,0.913048,0.828949,0.883443,1.136162,0.891007,0.921667,1.039159,0.906472,0.989962,0.797269,0.840281,1.11268
1.374398,1.042182,0.98379,1.023715,1.29624,0.956339,0.940842,0.987908,0.989514,0.84386,0.732361,0.946137,0.926443,0.844135,0.879247,1.140998,0.880477,0.934015,1.042678,0.92008,0.993678,0.805438,0.834966,1.119866
1.380961,1.0507,0.999391,0.998268,1.292398,0.963601,0.95147,0.963539,0.985379,0.836345,0.7287,0.927008,0.903104,0.832319,0.867686,1.156487,0.868411,0.936416,1.009918,0.911614,0.983534,0.797155,0.835656,1.121744
1.384262,1.055337,1.016834,0.997549,1.317078,0.946255,0.948476,0.9925,1.003052,0.839896,0.735279,0.936384,0.91714,0.878414,0.890876,1.163205,0.881534,0.919111,1.044504,0.933292,1.002598,0.799405,0.84234,1.134674
1.3892,1.064565,1.010507,1.00468,1.292267,0.975538,0.966225,0.997469,0.997756,0.850462,0.728323,0.943186,0.910033,0.941817,0.887543,1.144719,0.889862,0.937747,1.032048,0.926801,1.027897,0.830322,0.833624,1.180866
1.380492,1.062238,1.036606,1.006921,1.301726,0.949028,0.968578,1.007268,0.979234,0.842798,0.743644,0.941993,0.898525,0.856573,0.880775,1.158865,0.875176,0.923154,1.044268,0.932347,1.011536,0.829416,0.844429,1.198333
1.385879,1.063496,1.021851,1.00744,1.30328,0.927119,0.987766,1.005828,0.933584,0.834089,0.731335,0.937819,0.899262,0.838219,0.873525,1.150559,0.853921,0.919439,1.030317,0.927516,1.010852,0.826506,0.866271,1.204446
1.373229,1.057648,1.006987,1.021114,1.293791,0.938129,0.940086,0.981777,0.953499,0.829597,0.741255,0.923776,0.884974,0.821415,0.860182,1.142831,0.870606,0.917612,1.038725,0.92101,0.981394,0.84012,0.841647,1.212382
1.397562,1.050914,0.983017,0.9878,1.283231,0.913285,0.920961,0.96604,0.914908,0.807796,0.717246,0.92182,0.886721,0.809087,0.854358,1.125592,0.847913,0.87307,1.015272,0.906617,0.963921,0.820423,0.83002,1.224322
1.387425,1.033135,0.991707,0.984194,1.295176,0.924997,0.908566,0.962369,0.888091,0.808993,0.701116,0.913864,0.867816,0.791131,0.846152,1.120997,0.857653,0.865152,1.027517,0.899673,0.966706,0.802329,0.814814,1.202831
1.378331,1.047893,0.990475,0.980584,1.30658,0.928761,0.904869,0.948927,0.891559,0.803875,0.701204,0.930937,0.889111,0.803157,0.843585,1.110259,0.845816,0.876705,1.02767,0.890486,0.958589,0.804535,0.814534,1.18567
1.38967,1.057948,1.012715,1.015411,1.308998,0.931781,0.930229,0.975331,0.936884,0.831937,0.71687,0.926836,0.887561,0.816696,0.865956,1.125265,0.860054,0.900848,1.000221,0.90753,0.967828,0.782489,0.822931,1.18862
1.387493,1.07321,1.008074,1.017323,1.3377,0.942883,0.930658,0.970509,0.942481,0.829444,0.704916,0.950013,0.881843,0.831266,0.863823,1.145684,0.85993,0.890905,1.005035,0.905378,0.981122,0.794822,0.828292,1.217725
1.391903,1.063046,1.008388,1.010837,1.332722,0.954918,0.933682,0.961596,0.959671,0.832656,0.722138,0.938044,0.881818,0.831724,0.86629,1.140306,0.857865,0.895671,1.041453,0.907398,0.981795,0.797379,0.820001,1.190342
1.40513,1.049221,0.997311,1.008184,1.292999,0.963915,0.941056,0.974078,0.935053,0.809888,0.714852,0.941209,0.885314,0.796145,0.862488,1.138249,0.843019,0.910366,1.038596,0.906331,0.982745,0.80048,0.817795,1.151617
1.418312,1.057406,0.985216,1.01012,1.313909,0.964719,0.930558,0.962983,0.917986,0.824125,0.731204,0.93896,0.871273,0.802082,0.870457,1.126911,0.859209,0.902718,1.022369,0.915657,0.986395,0.789361,0.820525,1.156746
1.41518,1.042078,0.993822,1.028067,1.300698,0.964539,0.934857,0.989793,0.916206,0.825741,0.74389,0.927277,0.888012,0.82032,0.872851,1.142186,0.866399,0.911628,1.035625,0.923089,0.991732,0.798484,0.826502,1.158219
1.408038,1.04499,0.995884,1.037032,1.299343,0.983911,0.931738,0.978062,0.936213,0.820264,0.729208,0.927003,0.89539,0.827948,0.875166,1.143936,0.851946,0.909254,1.026038,0.91304,0.981787,0.785764,0.829461,1.170253
1.428797,1.046213,0.998967,1.021945,1.389788,0.952382,0.931388,0.97214,0.917399,0.825933,0.726263,0.924247,0.888394,0.833379,0.888564,1.156618,0.851928,0.894487,1.020944,0.916362,0.988167,0.790737,0.822802,1.158051
1.413519,1.025711,0.988634,1.012045,1.386865,0.94719,0.941212,0.972416,0.938547,0.820715,0.723561,0.931962,0.875662,0.811854,0.879692,1.138309,0.849725,0.892146,1.011249,0.903871,0.988015,0.779219,0.815596,1.141934
1.400881,1.042255,0.990582,1.018911,1.359917,0.937781,0.948431,0.999706,0.930762,0.820658,0.707676,0.923414,0.884068,0.817079,0.872744,1.131092,0.85216,0.910396,1.008687,0.892599,0.994553,0.787215,0.802834,1.143724
1.400245,1.031102,0.978742,0.997135,1.334311,0.943221,0.943294,0.988176,0.927219,0.807775,0.710079,0.927971,0.869032,0.806055,0.857303,1.131169,0.8507,0.87619,1.021853,0.908053,0.979901,0.761237,0.804574,1.14537
1.324782,0.97871,0.939919,0.949338,1.277988,0.882716,0.921926,0.955873,0.860817,0.785892,0.655218,0.900311,0.847481,0.774757,0.811915,1.094745,0.808743,0.834015,0.968621,0.872659,0.951899,0.74657,0.768657,1.112368
1.317875,1.002409,0.942328,0.939054,1.258221,0.890427,0.921191,0.948422,0.881011,0.78037,0.660851,0.897771,0.848921,0.769569,0.821445,1.099047,0.823336,0.864646,0.951776,0.871043,0.950574,0.749063,0.777977,1.127896
1.376376,1.002329,0.955896,0.977121,1.26764,0.917283,0.916025,0.975799,0.893571,0.799222,0.674526,0.911213,0.865849,0.804436,0.835991,1.11983,0.840337,0.862107,0.977115,0.881226,0.96067,0.765635,0.785419,1.148163
1.286187,0.950266,0.89449,0.908245,1.179706,0.835008,0.87315,0.9022,0.822183,0.765923,0.627839,0.863418,0.819586,0.728194,0.765711,1.065582,0.770048,0.770994,0.928858,0.821874,0.913869,0.747063,0.732825,1.11192
1.322674,0.994813,0.946029,0.959562,1.217287,0.879447,0.917798,0.960257,0.868106,0.789444,0.682584,0.884547,0.830473,0.77396,0.814095,1.085229,0.810246,0.82133,0.966375,0.86324,0.942365,0.758011,0.763014,1.165801
1.360467,1.02548,0.976582,1.011498,1.2445,0.922835,0.957963,0.97975,0.933369,0.820583,0.711012,0.910653,0.877418,0.813369,0.844312,1.130389,0.856562,0.855737,0.986016,0.895954,0.98081,0.774456,0.795671,1.180324
1.379499,1.062385,1.026992,1.037171,1.289582,0.937644,0.966871,0.991667,0.941503,0.826102,0.731278,0.91844,0.891631,0.862166,0.87128,1.156907,0.886698,0.912785,1.008945,0.92112,1.001466,0.785311,0.813825,1.176804
1.398611,1.084036,1.021141,1.029195,1.296998,0.96878,0.989283,1.011306,0.961998,0.82862,0.736717,0.930371,0.89559,0.840426,0.873697,1.157044,0.871187,0.913851,1.02898,0.94378,1.012299,0.783537,0.815539,1.174021
1.403813,1.07335,1.01364,1.037347,1.294034,0.970655,0.973936,1.013908,0.95307,0.841119,0.733495,0.936816,0.907434,0.851376,0.897881,1.160365,0.891264,0.931077,1.032256,0.94044,1.01455,0.795589,0.816111,1.201042
1.401561,1.078986,1.033163,1.033816,1.295134,0.966484,0.968003,1.011208,0.967979,0.849209,0.751803,0.95179,0.904716,0.857448,0.893687,1.156809,0.866887,0.939858,1.043701,0.949204,1.030695,0.796007,0.821569,1.183268
1.384506,1.090937,1.033424,1.039346,1.279972,0.967662,0.963618,1.004264,0.997632,0.847065,0.734635,0.939487,0.897823,0.845919,0.877368,1.158877,0.873406,0.933867,1.034348,0.945293,1.008417,0.793207,0.81622,1.169477
1.401526,1.062688,1.033905,1.046304,1.29369,0.955236,0.96627,0.99696,0.954589,0.843528,0.757406,0.9424,0.909772,0.863381,0.888587,1.15736,0.887225,0.920457,1.029701,0.941911,1.006199,0.794334,0.821943,1.19277
1.39901,1.101486,1.030167,1.042208,1.300452,0.959911,0.96914,1.002591,0.936729,0.846282,0.739331,0.939547,0.914038,0.847164,0.906901,1.157719,0.877888,0.92653,1.030641,0.964544,1.008813,0.793012,0.825419,1.179444
1.396762,1.067846,1.025079,1.045034,1.304035,0.952302,0.953752,1.007334,0.934638,0.844058,0.726061,0.92693,0.897193,0.841799,0.883951,1.149399,0.857296,0.916505,1.017007,0.931161,0.998626,0.786585,0.817069,1.16461
1.383645,1.065618,1.003539,1.053794,1.296975,0.972845,0.961241,1.008781,0.942709,0.84805,0.729888,0.932679,0.904346,0.864083,0.873755,1.144457,0.855829,0.919843,1.028565,0.926021,0.992296,0.793395,0.81984,1.170826
1.410159,1.082308,1.026355,1.061932,1.316871,0.974669,0.969571,1.015081,0.962345,0.857022,0.735556,0.936908,0.912598,0.918177,0.892283,1.154295,0.859721,0.947712,1.037619,0.926086,1.001416,0.785821,0.817356,1.192551
1.401788,1.07791,1.018262,1.039562,1.309469,0.958859,0.974472,0.98881,0.952488,0.848576,0.725142,0.937159,0.914733,0.917199,0.883461,1.156659,0.863755,0.913964,1.0437,0.918242,1.01138,0.793538,0.807545,1.196814
1.435458,1.088383,1.057951,1.045747,1.325938,0.967337,0.983197,1.01309,0.966686,0.853017,0.743814,0.94484,0.92147,0.91549,0.899669,1.159611,0.879368,0.91624,1.062307,0.933878,1.027275,0.80972,0.819645,1.204377
1.419365,1.084968,1.037766,1.058952,1.328562,0.955742,0.94961,0.991477,0.960967,0.836365,0.747227,0.950772,0.914628,0.880228,0.882344,1.145214,0.8628,0.939342,1.050423,0.93577,1.01436,0.783657,0.822157,1.191361
1.434726,1.086102,1.020021,1.066117,1.348668,0.982756,0.947885,0.994777,0.979908,0.83901,0.756309,0.949071,0.922385,0.872392,0.890648,1.169518,0.867791,0.93047,1.055718,0.92729,1.001594,0.794784,0.822196,1.182099
1.423024,1.069012,1.028015,1.051092,1.339746,0.970394,0.954559,0.987536,0.954046,0.841491,0.740335,0.947087,0.920821,0.864785,0.8885,1.156448,0.866664,0.908276,1.031075,0.909034,0.996378,0.803359,0.8197,1.16449
1.412419,1.053746,1.016792,1.047323,1.316406,0.9674,0.956473,1.004493,0.94234,0.830983,0.727529,0.948298,0.919563,0.839957,0.881128,1.13151,0.877376,0.916169,1.035196,0.915228,0.997992,0.786244,0.811885,1.15275
1.427113,1.067421,1.017483,1.040825,1.335051,0.946343,0.962001,1.018921,0.962209,0.826246,0.730712,1.006722,0.929405,0.853118,0.890486,1.158613,0.886725,0.918768,1.038691,0.914645,1.004401,0.791828,0.81246,1.174463
1.378443,1.057181,0.997567,1.015274,1.321753,0.953088,0.953319,1.005425,0.945079,0.818444,0.732435,0.975932,0.918675,0.851954,0.876438,1.136954,0.856557,0.898865,1.025975,0.900883,0.998589,0.774681,0.806029,1.146994
1.405908,1.057139,1.006716,1.018388,1.322581,0.985437,0.969126,1.025663,0.954243,0.828884,0.735841,0.977972,0.915838,0.853189,0.892779,1.142242,0.874609,0.92029,1.037217,0.93597,1.007571,0.7828,0.827605,1.148953
1.398395,1.041728,0.997548,1.024959,1.324607,0.969172,0.96256,1.006277,0.962624,0.816208,0.722689,0.956729,0.912998,0.843263,0.875823,1.142117,0.858051,0.904535,1.038502,0.919914,0.999159,0.771346,0.809378,1.14013
1.375778,1.039612,0.990285,1.022897,1.300887,0.975884,0.950149,0.998363,0.968877,0.820549,0.728526,0.956889,0.918989,0.835259,0.890366,1.14634,0.856469,0.929802,1.013058,0.921411,0.992074,0.784985,0.821296,1.150665
1.351982,1.022825,0.992531,1.001716,1.29479,0.945095,0.939364,0.967604,0.943942,0.79437,0.700656,0.92836,0.920283,0.805317,0.856658,1.121326,0.838807,0.906211,1.007176,0.902117,0.987113,0.776028,0.798145,1.153651
1.369795,1.026452,0.990101,0.995397,1.268761,0.955831,0.94359,0.973072,0.965246,0.790104,0.70661,0.910555,0.919402,0.799812,0.855728,1.108312,0.838988,0.88854,1.009012,0.896692,0.999849,0.772424,0.800706,1.165998
1.362769,1.021846,0.984152,1.010744,1.290553,0.979709,0.946914,0.972301,0.971492,0.803235,0.708601,0.915817,0.905802,0.821771,0.861814,1.128786,0.846731,0.893154,0.999286,0.894535,0.98969,0.769477,0.811467,1.171302
1.4028,1.039324,0.993535,1.010395,1.289667,0.973046,0.958217,0.977594,0.958818,0.81509,0.719829,0.920616,0.910588,0.812056,0.871288,1.119335,0.853494,0.911132,1.012294,0.901558,1.000786,0.777177,0.808416,1.180206
1.384928,1.025043,0.983899,1.017252,1.303545,0.967918,0.966929,1.000294,0.973296,0.810002,0.72945,0.915582,0.912983,0.839856,0.873979,1.138566,0.863099,0.913615,1.001673,0.913389,1.004263,0.782648,0.818785,1.19176
1.395523,1.033052,0.988429,1.007001,1.311572,0.967903,0.95245,0.984655,0.954689,0.819108,0.727477,0.916207,0.917221,0.836195,0.870208,1.127927,0.853553,0.898267,0.993974,0.89636,1.003069,0.783659,0.827282,1.221568
1.394332,1.037791,0.994125,1.01058,1.305973,0.963408,0.9509,0.970263,0.938117,0.817668,0.734206,0.94156,0.910967,0.839698,0.880159,1.132454,0.847133,0.917818,1.040824,0.932758,1.008551,0.784265,0.825168,1.225465
1.371137,1.013761,0.970421,0.994778,1.291681,0.944307,0.940292,0.970676,0.930038,0.796323,0.708246,0.922029,0.896634,0.833648,0.854615,1.109176,0.831696,0.879929,1.018222,0.893859,0.98911,0.77535,0.808386,1.220605
1.334659,1.017073,0.96969,0.995513,1.288447,0.937079,0.937708,0.98343,0.933232,0.796873,0.69849,0.914987,0.914883,0.836058,0.850897,1.108863,0.841592,0.895147,1.001684,0.908034,0.984563,0.774528,0.794805,1.201359
1.367554,1.031773,0.985629,1.016497,1.305527,0.950911,0.94097,0.990585,0.944737,0.797218,0.724787,0.928746,0.914882,0.850209,0.873985,1.107694,0.841681,0.884815,1.023997,0.902446,0.980442,0.773747,0.811024,1.172626
1.367151,1.011311,0.992894,1.022621,1.30478,0.966104,0.94701,0.992147,0.934153,0.802458,0.727793,0.920449,0.902589,0.858869,0.877079,1.119485,0.853925,0.884048,1.013399,0.92014,0.980444,0.771602,0.799714,1.182736
1.366577,1.032752,1.000566,1.001903,1.325383,0.941698,0.937418,0.99293,0.916576,0.802658,0.720723,0.918273,0.907284,0.837598,0.862631,1.114524,0.877682,0.891756,1.013159,0.909396,0.970354,0.770942,0.802081,1.18107
1.356856,1.045229,0.990533,0.994779,1.313382,0.954362,0.938006,0.98437,0.920943,0.798014,0.711939,0.910421,0.910871,0.820582,0.867134,1.118843,0.864862,0.885393,1.019421,0.885973,0.963339,0.775988,0.805806,1.176119
1.346213,1.019972,0.991517,1.020024,1.311121,0.96429,0.923653,0.977658,0.926473,0.792805,0.717432,0.916361,0.910244,0.84229,0.859709,1.115014,0.843651,0.896512,1.037256,0.916642,0.960845,0.777746,0.808686,1.192754
1.340635,1.030732,0.983757,1.003207,1.312846,0.967176,0.920301,0.964117,0.919218,0.793495,0.714031,0.92735,0.916194,0.818021,0.856915,1.127313,0.843059,0.905294,0.996258,0.911381,0.983533,0.761643,0.805297,1.188386
1.376144,1.04105,1.000056,1.026373,1.310619,0.980348,0.946198,0.969045,0.994995,0.815143,0.723452,0.930053,0.921294,0.890361,0.879926,1.140128,0.849704,0.939755,1.037262,0.927009,0.990003,0.774981,0.818277,1.200348
1.354204,1.016731,0.981866,0.969999,1.292672,0.951593,0.920067,0.939772,0.939011,0.787903,0.700703,0.913801,0.898627,0.882315,0.862159,1.122801,0.834384,0.889572,0.99321,0.899945,0.97177,0.765987,0.789515,1.184678
1.382738,1.034613,0.98899,1.003756,1.305902,0.9458,0.939596,0.980163,0.965235,0.792476,0.720209,0.923984,0.910013,0.878896,0.87535,1.124646,0.855574,0.900314,1.028828,0.911652,0.983483,0.772974,0.802037,1.198739
1.398087,1.047127,1.00176,1.046754,1.31779,0.981047,0.958812,1.000869,0.970121,0.820912,0.746369,0.937439,0.915555,0.921218,0.89244,1.156706,0.863194,0.936608,1.039246,0.921075,0.982937,0.794589,0.819394,1.195816
1.39323,1.037294,1.001187,1.034295,1.325498,0.979462,0.956421,0.986093,0.989409,0.81939,0.750111,0.933381,0.925339,0.923425,0.878661,1.157807,0.867568,0.921302,1.053116,0.920375,0.994179,0.800303,0.818203,1.197935
1.395978,1.055393,1.017822,1.016854,1.332622,0.99202,0.951633,0.979007,0.987779,0.828283,0.741248,0.938175,0.929697,0.874746,0.880408,1.161179,0.873103,0.951394,1.062856,0.932214,1.001333,0.822962,0.826177,1.223137
1.401897,1.059434,1.022692,1.020603,1.304922,0.981843,0.932123,0.977723,0.945684,0.816725,0.730867,0.925509,0.923674,0.841489,0.877308,1.149763,0.850817,0.939756,1.055466,0.927191,0.975898,0.812514,0.816499,1.219083
1.406824,1.05142,1.005408,1.021148,1.31157,0.993505,0.927906,0.964266,0.958414,0.826619,0.735102,0.932332,0.92543,0.828925,0.892896,1.140358,0.857352,0.91592,1.034785,0.927373,0.987658,0.803198,0.823115,1.229238
1.386195,1.049814,1.000904,1.008449,1.299894,0.967584,0.942492,0.969888,0.952294,0.822718,0.724823,0.949215,0.919855,0.839241,0.886511,1.14022,0.856023,0.920262,1.03412,0.917833,0.984891,0.785118,0.812965,1.215917
1.387418,1.067262,1.023073,1.030428,1.300626,0.975474,0.939731,0.977509,0.980627,0.832084,0.738373,0.946245,0.926215,0.851579,0.88976,1.154664,0.873047,0.926462,1.037522,0.918335,0.982231,0.779844,0.824347,1.213993
1.38632,1.055479,1.004932,1.02047,1.307284,0.971136,0.940084,0.979056,0.983046,0.819425,0.737415,0.948901,0.919812,0.831884,0.885584,1.139444,0.865208,0.912266,1.027331,0.925842,1.001241,0.776568,0.814101,1.232669
1.364239,1.06034,1.008132,1.007141,1.322451,0.947806,0.936106,0.981915,0.957335,0.822097,0.724922,0.936825,0.914247,0.815054,0.888296,1.126615,0.85871,0.907435,1.033589,0.924172,1.006849,0.766701,0.80683,1.229504
1.354981,1.067555,1.013567,1.00523,1.330115,0.975334,0.979017,0.992871,0.947466,0.81097,0.732363,0.939091,0.906833,0.805916,0.890214,1.119937,0.855643,0.914735,1.034135,0.923596,1.018243,0.763016,0.81209,1.245742
1.359585,1.051324,1.015708,1.002497,1.299561,0.951971,0.972368,1.0121,0.914263,0.816988,0.706031,0.92747,0.894327,0.820665,0.87392,1.121013,0.832903,0.893727,0.995006,0.921131,1.024144,0.770083,0.802525,1.21065
1.369308,1.092952,1.02497,1.01985,1.312442,0.966737,1.008621,1.02392,0.951607,0.818652,0.716417,0.92898,0.921795,0.850884,0.890537,1.117391,0.837914,0.918568,1.021514,0.931799,1.035716,0.772061,0.810608,1.200077
1.37325,1.090617,1.037902,1.022061,1.306906,0.969934,0.979301,1.01571,0.947022,0.82463,0.723031,0.923741,0.902784,0.910066,0.88469,1.128467,0.845988,0.916576,1.022039,0.921602,1.017411,0.764487,0.810087,1.19166
1.355278,1.057669,1.030483,1.023075,1.293174,0.953052,0.985,1.005883,0.936987,0.812145,0.706811,0.906216,0.89986,0.869146,0.866075,1.104901,0.830406,0.907067,1.033167,0.903794,1.006038,0.762935,0.803358,1.162176
1.371845,1.053875,1.020423,1.025133,1.306641,0.937148,0.953247,1.00726,0.946794,0.799831,0.712234,0.916245,0.891807,0.824635,0.866575,1.111192,0.837888,0.890659,1.027313,0.901853,0.991166,0.756227,0.78944,1.159364
